Age,Monthly_Income,Credit_Score,Loan_Amount_Requested,Employment_Status,Existing_Debts,Number_of_Previous_Loans,Payment_History,Debt_to_Income_Ratio,Repayment_Status
62,17067,638,25072,Unemployed,5338,6,Excellent,0.65,1
37,14765,699,38974,Employed,2291,9,Excellent,0.66,1
18,6924,695,3653,Employed,11084,8,Excellent,0.24,1
25,15586,501,23524,Employed,5034,7,Excellent,0.19,1
63,4661,829,20733,Employed,4398,6,Excellent,0.47,1
33,10715,392,37078,Employed,4465,5,Good,0.13,0
31,8117,657,38448,Employed,4946,2,Excellent,0.19,1
29,13426,695,19770,Employed,10514,9,Fair,0.55,1
68,16592,359,38959,Employed,14405,3,Fair,0.47,0
40,17660,776,38443,Employed,8238,7,Good,0.47,1
32,19060,300,13804,Student,10356,1,Good,0.67,0
45,17138,610,17210,Employed,3661,5,Poor,0.48,0
51,3733,467,35029,Employed,2564,0,Good,0.33,0
19,6200,491,8633,Employed,3325,6,Fair,0.23,0
49,12527,333,9312,Employed,4927,3,Fair,0.27,0
40,9360,333,39300,Unemployed,10858,0,Poor,0.23,0
39,9026,716,21229,Employed,755,4,Good,0.07,1
68,7059,457,3884,Student,11436,4,Excellent,0.22,1
42,8232,799,44577,Employed,1452,5,Excellent,0.59,1
39,4013,665,21522,Self-Employed,6179,7,Good,0.52,1
39,9330,639,6623,Employed,904,3,Good,0.45,1
66,16281,634,12460,Unemployed,2454,6,Excellent,0.64,1
69,9410,626,11234,Employed,3487,3,Excellent,0.22,1
59,17347,413,19503,Employed,4060,1,Fair,0.43,1
23,7149,717,25100,Employed,5804,7,Good,0.07,1
32,18980,767,17874,Self-Employed,14747,4,Good,0.63,1
71,10620,442,47905,Unemployed,14823,9,Fair,0.34,0
60,3451,608,30420,Employed,11955,3,Good,0.17,1
54,11665,700,36813,Employed,8970,1,Excellent,0.21,1
50,15852,619,1382,Employed,1790,6,Fair,0.6,1
25,11246,511,39353,Employed,14226,4,Excellent,0.12,1
70,12470,616,10369,Self-Employed,13119,8,Fair,0.65,0
61,10686,484,35985,Employed,7488,6,Fair,0.29,0
61,10304,504,43255,Employed,13384,8,Good,0.21,1
22,2095,663,24661,Employed,7736,9,Good,0.27,1
56,9375,515,46486,Self-Employed,1601,9,Good,0.32,1
21,7472,545,48883,Employed,12931,4,Fair,0.41,0
23,17382,538,1650,Employed,12700,5,Excellent,0.43,1
62,2358,690,41937,Student,3843,7,Good,0.34,1
49,7019,819,22299,Employed,6267,9,Excellent,0.34,1
69,11480,576,27862,Self-Employed,3675,5,Poor,0.24,0
47,5817,501,32153,Employed,12049,3,Poor,0.3,0
64,13644,513,17312,Employed,1005,1,Fair,0.35,0
52,14379,777,11943,Unemployed,10892,5,Good,0.44,1
72,2530,807,4198,Self-Employed,231,8,Excellent,0.13,1
57,10987,374,18325,Employed,11845,7,Good,0.55,0
69,14805,441,9732,Employed,6576,2,Fair,0.49,0
33,11755,621,6805,Employed,4586,4,Good,0.24,1
30,2947,760,19913,Employed,13998,5,Good,0.35,0
67,11737,445,2202,Self-Employed,2133,6,Fair,0.67,0
59,4350,353,18034,Self-Employed,12028,1,Good,0.06,0
47,13453,655,4006,Unemployed,1690,5,Fair,0.58,0
36,9606,576,9505,Employed,1223,1,Good,0.38,1
34,11500,699,21498,Employed,4970,7,Excellent,0.45,1
73,11003,815,43143,Employed,2203,6,Fair,0.49,1
36,16993,798,46873,Employed,9089,1,Fair,0.35,1
45,5555,610,17505,Employed,14867,3,Good,0.17,1
72,6902,570,7603,Unemployed,7882,6,Good,0.64,0
43,10781,748,25744,Employed,10061,8,Fair,0.53,1
54,3172,411,4682,Employed,8343,2,Fair,0.41,0
43,6032,538,14460,Employed,1351,9,Poor,0.34,0
70,6424,443,14559,Employed,171,9,Good,0.37,0
40,16769,673,29544,Unemployed,5524,7,Good,0.59,1
26,14046,319,7864,Employed,1429,8,Fair,0.06,0
29,7585,588,24778,Self-Employed,8008,7,Good,0.61,0
70,13890,496,15234,Employed,4857,3,Good,0.08,1
18,14780,681,29593,Employed,5817,3,Good,0.45,1
18,6364,791,45657,Self-Employed,3433,6,Good,0.27,1
64,10816,463,2729,Employed,3199,3,Excellent,0.49,1
51,2721,548,45515,Employed,10090,9,Excellent,0.11,1
49,4360,367,23336,Employed,1359,9,Good,0.41,0
71,12202,320,35936,Employed,5873,6,Good,0.61,0
65,9928,811,13413,Employed,8884,8,Fair,0.37,1
42,16885,689,48652,Employed,7432,8,Excellent,0.1,1
57,10836,835,30764,Employed,14530,8,Good,0.07,1
62,4753,410,46741,Employed,14069,9,Poor,0.45,0
70,5282,759,8668,Employed,99,9,Good,0.1,1
18,18650,377,14260,Employed,13875,5,Good,0.1,0
33,17843,733,12308,Employed,3442,0,Fair,0.33,1
56,11451,679,9896,Employed,3049,7,Fair,0.19,1
22,17769,739,40408,Employed,13196,5,Good,0.18,1
39,16067,638,20283,Employed,10112,6,Fair,0.36,1
46,13183,723,20591,Employed,8619,1,Excellent,0.23,1
72,5013,468,26282,Employed,586,2,Good,0.19,0
20,18379,561,14919,Employed,11159,5,Fair,0.38,0
29,14835,528,8674,Employed,11396,2,Good,0.24,1
43,12872,460,31699,Employed,255,4,Poor,0.1,0
33,7322,726,31840,Student,1473,3,Excellent,0.49,1
68,16337,421,19392,Employed,720,4,Good,0.43,1
54,13622,448,32960,Self-Employed,2000,7,Good,0.19,1
39,3572,410,5721,Employed,14739,3,Good,0.43,0
74,10029,520,30197,Employed,3007,8,Excellent,0.67,1
46,7459,363,27173,Employed,13966,2,Excellent,0.67,0
31,10607,653,2066,Employed,10819,6,Poor,0.4,0
45,7493,773,43906,Employed,7946,6,Fair,0.11,1
22,6521,784,28375,Employed,4502,0,Good,0.35,1
64,15046,312,2918,Employed,13696,2,Good,0.07,0
66,11674,452,10457,Employed,14249,9,Good,0.32,0
47,17638,538,11726,Employed,10481,0,Fair,0.64,0
63,13259,489,15282,Employed,6190,7,Good,0.35,1
69,10690,385,25815,Employed,12402,9,Fair,0.41,0
22,14386,320,23594,Self-Employed,5112,4,Poor,0.15,0
29,18279,618,8448,Self-Employed,1731,3,Good,0.06,1
33,18822,457,2142,Employed,4901,2,Excellent,0.7,1
43,11328,780,21232,Employed,2177,6,Good,0.27,1
43,4010,375,2415,Employed,1580,7,Fair,0.23,0
65,19533,628,7374,Employed,3226,7,Good,0.42,1
38,4935,715,27974,Student,9185,0,Fair,0.53,0
56,4701,502,34528,Employed,10188,6,Fair,0.21,0
53,16653,528,4642,Unemployed,4590,4,Good,0.39,1
50,1558,451,18936,Unemployed,1852,1,Good,0.27,0
47,12622,371,32914,Employed,81,7,Good,0.36,0
54,4471,524,10347,Employed,3850,1,Excellent,0.15,1
40,11219,772,25932,Self-Employed,3012,5,Good,0.38,1
27,15517,659,24593,Employed,2716,4,Excellent,0.08,1
71,9814,839,2328,Employed,7192,5,Fair,0.6,1
22,11128,345,19760,Employed,7501,9,Poor,0.46,0
53,10854,300,20625,Employed,5301,7,Excellent,0.66,0
51,12992,544,27567,Employed,1455,8,Good,0.44,1
69,4845,518,13063,Employed,9389,2,Good,0.17,1
48,16857,590,32630,Employed,6952,2,Fair,0.36,1
27,2061,757,27961,Student,14309,6,Good,0.48,1
36,7761,503,4140,Employed,3112,2,Excellent,0.29,1
49,3237,501,18265,Employed,6588,9,Excellent,0.41,1
18,10596,781,9730,Employed,11108,4,Excellent,0.16,1
73,14182,810,15057,Employed,7562,9,Poor,0.56,1
22,13223,577,4557,Employed,8107,3,Good,0.64,1
62,13598,315,30114,Self-Employed,9503,8,Poor,0.25,0
21,10626,824,14211,Employed,8752,7,Good,0.57,1
33,14889,655,48154,Self-Employed,5381,8,Good,0.11,1
41,9766,655,19580,Self-Employed,14067,5,Fair,0.21,0
33,1794,377,19334,Employed,2104,1,Fair,0.35,0
72,12934,366,10802,Employed,2053,7,Excellent,0.3,1
19,6830,513,23321,Employed,7726,0,Excellent,0.45,1
66,6155,748,36931,Employed,9790,4,Excellent,0.42,1
45,18993,732,38231,Employed,944,1,Fair,0.11,1
49,14960,844,5007,Employed,8085,6,Fair,0.14,1
44,5271,414,5675,Self-Employed,8770,4,Excellent,0.08,1
37,10063,719,15058,Employed,9106,9,Excellent,0.67,1
41,19058,798,38519,Self-Employed,14006,2,Good,0.47,1
29,2664,679,7219,Employed,8353,6,Good,0.61,1
67,10975,442,16445,Self-Employed,7464,2,Good,0.4,1
52,13888,323,9418,Employed,5736,5,Poor,0.18,0
50,15469,838,24914,Self-Employed,774,3,Fair,0.46,1
50,9934,374,30630,Employed,56,9,Excellent,0.38,0
68,8762,834,41503,Employed,6671,1,Excellent,0.32,1
60,3041,340,42551,Employed,7226,8,Good,0.29,0
54,4265,712,29695,Self-Employed,9381,5,Good,0.47,1
29,11806,714,31434,Employed,4044,4,Fair,0.45,0
20,5991,748,15456,Student,545,4,Good,0.15,1
18,4583,735,31185,Employed,14381,7,Good,0.58,1
50,3357,538,25156,Employed,2980,4,Good,0.46,0
57,2269,341,46908,Employed,4906,7,Excellent,0.4,0
27,19306,309,44631,Employed,12334,7,Good,0.54,0
60,4472,564,48993,Self-Employed,9605,0,Fair,0.15,0
61,19756,744,3078,Employed,6395,3,Fair,0.65,1
46,7099,438,31350,Employed,14501,8,Excellent,0.23,0
30,6775,495,45910,Employed,10607,1,Good,0.22,0
29,8071,373,13073,Employed,5498,3,Good,0.58,0
48,6572,524,24778,Employed,12275,3,Fair,0.27,1
63,11131,401,24397,Employed,3388,0,Good,0.59,0
19,12745,563,4321,Employed,3203,9,Fair,0.26,1
68,16206,460,13337,Employed,1412,9,Excellent,0.41,1
67,6963,532,48829,Self-Employed,10821,6,Good,0.2,1
52,8950,790,7011,Employed,571,0,Fair,0.53,1
40,12595,610,40855,Employed,1740,4,Fair,0.16,1
34,2813,526,10996,Employed,3927,7,Excellent,0.63,1
43,9347,572,35498,Employed,347,3,Good,0.29,1
25,18954,616,47845,Employed,844,4,Excellent,0.36,1
46,10666,385,21046,Employed,2665,9,Fair,0.07,0
43,11430,590,22494,Self-Employed,4592,2,Fair,0.68,0
27,4785,768,7618,Employed,12983,4,Excellent,0.58,1
43,4595,703,7899,Employed,5969,2,Good,0.34,1
51,18204,726,32322,Employed,6074,3,Good,0.65,1
68,2055,674,34797,Employed,14846,2,Excellent,0.66,1
58,6932,551,16128,Self-Employed,3590,4,Fair,0.4,0
24,2886,832,34179,Employed,10691,1,Excellent,0.2,1
21,12739,606,2981,Self-Employed,8734,8,Good,0.37,1
70,12119,729,43307,Employed,215,2,Good,0.26,1
67,8354,563,35073,Self-Employed,6613,9,Fair,0.34,0
62,11696,367,13478,Employed,11092,0,Excellent,0.64,1
28,17533,406,47014,Employed,14639,4,Good,0.23,1
46,9137,699,27429,Employed,12585,3,Excellent,0.6,1
73,14462,498,38363,Self-Employed,1369,1,Fair,0.66,1
53,16440,491,12697,Unemployed,8477,7,Excellent,0.57,1
42,12118,813,16422,Employed,8052,8,Fair,0.39,1
38,5293,741,43436,Unemployed,3059,5,Good,0.42,1
74,8873,300,39380,Self-Employed,12413,7,Excellent,0.58,0
53,4013,657,31341,Employed,50,1,Excellent,0.08,1
27,3827,414,3037,Employed,5538,5,Excellent,0.53,0
54,10309,496,10522,Employed,1725,0,Fair,0.39,1
26,7952,573,22259,Self-Employed,4566,9,Good,0.31,0
41,9142,459,12998,Employed,9591,2,Poor,0.55,0
52,15935,472,8086,Employed,11628,6,Excellent,0.22,1
66,2492,844,2149,Unemployed,11495,0,Excellent,0.63,1
52,6924,757,23792,Employed,7857,5,Poor,0.5,1
65,5881,732,17390,Self-Employed,10909,6,Fair,0.45,1
53,6282,780,35204,Employed,7826,2,Fair,0.39,1
35,8960,754,37018,Self-Employed,13791,7,Poor,0.19,1
66,4483,495,29115,Employed,1329,7,Poor,0.45,0
56,15682,608,25047,Employed,4533,4,Excellent,0.52,1
49,4023,793,18078,Employed,3322,1,Excellent,0.06,1
41,11177,738,22471,Unemployed,2898,1,Excellent,0.29,1
40,11792,658,15263,Employed,10581,4,Fair,0.59,0
49,16589,335,5843,Employed,8940,3,Good,0.46,1
54,6081,333,13433,Employed,523,3,Good,0.45,0
29,13407,387,12559,Self-Employed,8846,4,Fair,0.2,1
66,7109,315,5952,Employed,4601,0,Good,0.46,0
72,19885,720,41610,Employed,12686,6,Excellent,0.56,1
30,19271,425,33793,Self-Employed,2953,2,Good,0.31,1
40,12875,307,21931,Self-Employed,3189,9,Excellent,0.17,1
42,18914,771,3153,Employed,2108,9,Good,0.1,1
52,11457,767,29911,Employed,10130,7,Excellent,0.38,1
58,14455,809,9019,Employed,1204,8,Excellent,0.49,1
47,2720,701,20873,Unemployed,4039,7,Fair,0.16,0
34,14663,475,42291,Self-Employed,4082,1,Poor,0.32,0
66,14789,666,32631,Self-Employed,6456,6,Poor,0.42,1
37,14037,787,38929,Self-Employed,12254,3,Excellent,0.15,1
65,11310,317,18028,Employed,8456,4,Fair,0.23,0
42,10955,355,35620,Employed,5148,9,Good,0.45,1
39,10563,334,41491,Employed,3334,4,Fair,0.52,0
30,2334,646,49474,Employed,711,8,Fair,0.46,0
36,3224,331,11623,Unemployed,9104,1,Poor,0.51,0
66,3913,432,20968,Employed,5710,1,Excellent,0.43,1
53,11005,498,4809,Unemployed,13967,2,Fair,0.59,0
29,5998,555,35079,Unemployed,9926,4,Fair,0.59,0
58,3605,641,28371,Self-Employed,14674,3,Excellent,0.57,0
36,4068,530,44966,Employed,9637,9,Good,0.42,0
29,10830,600,40006,Employed,10328,9,Excellent,0.7,1
26,18093,846,32739,Employed,331,8,Poor,0.08,1
24,6411,325,8788,Employed,8159,2,Fair,0.18,0
45,18117,834,7977,Employed,12041,0,Good,0.58,1
31,2292,773,40177,Employed,3834,4,Good,0.59,1
48,15695,686,35838,Employed,8343,7,Excellent,0.58,1
69,15401,584,3656,Unemployed,8899,0,Fair,0.62,1
36,17262,749,5134,Unemployed,14461,0,Excellent,0.32,1
64,10026,619,30431,Employed,7210,5,Good,0.66,1
33,17398,455,4484,Unemployed,8612,6,Fair,0.19,0
70,2714,770,44622,Employed,5804,7,Good,0.66,1
22,16846,719,48312,Self-Employed,7657,7,Good,0.41,1
52,1712,412,46077,Employed,7733,2,Excellent,0.16,0
29,3158,721,39916,Self-Employed,252,3,Excellent,0.53,1
42,13770,584,28274,Self-Employed,9190,8,Good,0.24,1
69,15529,353,21693,Employed,14122,4,Excellent,0.19,1
38,6524,624,39559,Employed,5827,8,Good,0.16,1
53,14539,757,18303,Self-Employed,3555,4,Good,0.07,1
70,6641,564,20594,Unemployed,8484,4,Good,0.55,1
40,19678,681,20103,Unemployed,9432,8,Good,0.37,1
33,7488,512,12858,Employed,8360,5,Good,0.69,0
74,15277,632,16002,Employed,10973,2,Good,0.34,1
56,7078,309,5895,Employed,7807,4,Excellent,0.6,0
62,16551,657,44324,Self-Employed,7552,0,Excellent,0.68,1
70,5345,502,26151,Self-Employed,14351,8,Fair,0.06,0
59,13382,357,10919,Employed,36,9,Good,0.12,1
56,15747,793,45187,Unemployed,1444,9,Good,0.28,1
31,12984,809,22927,Employed,6022,6,Good,0.62,1
48,1878,522,29147,Employed,4391,0,Excellent,0.59,0
22,4793,668,13378,Employed,6578,3,Excellent,0.29,1
52,13130,717,37493,Employed,10559,1,Good,0.18,1
40,15160,846,22545,Employed,7904,2,Good,0.57,1
46,18108,402,45326,Employed,7793,3,Good,0.44,1
60,2237,460,14057,Employed,6677,1,Excellent,0.07,1
28,18119,499,2360,Self-Employed,7466,9,Excellent,0.57,1
35,13970,459,3048,Employed,6717,0,Good,0.67,0
64,18595,435,40020,Employed,7861,3,Good,0.08,1
29,17617,697,44935,Employed,9114,8,Fair,0.24,1
26,16279,691,23482,Employed,10012,8,Excellent,0.58,1
27,19772,405,26663,Unemployed,7183,8,Poor,0.43,0
61,19143,353,33973,Employed,13268,2,Poor,0.69,0
34,8771,576,45446,Employed,10634,0,Good,0.65,1
55,18632,410,16185,Employed,6420,0,Fair,0.17,1
24,13678,523,20699,Self-Employed,4744,2,Poor,0.49,0
63,15990,374,42582,Employed,4378,9,Excellent,0.47,1
30,15363,805,19061,Employed,1662,7,Good,0.12,1
57,3323,313,12479,Self-Employed,998,3,Excellent,0.11,0
59,8352,781,44972,Employed,12373,7,Good,0.42,1
26,14572,488,47607,Employed,4302,6,Excellent,0.31,1
67,12633,663,45597,Employed,12138,7,Poor,0.4,0
44,16611,538,11892,Self-Employed,7830,1,Good,0.21,1
19,8019,700,24931,Self-Employed,14898,7,Poor,0.41,0
22,3277,603,35639,Employed,2524,8,Excellent,0.3,1
46,19106,390,25654,Employed,14054,9,Good,0.63,0
54,16272,691,23942,Employed,6735,5,Good,0.25,1
55,15121,483,7934,Self-Employed,130,2,Good,0.62,1
36,13359,316,30733,Employed,14735,6,Fair,0.3,0
25,19661,311,20612,Employed,12423,8,Good,0.43,1
65,10996,465,36103,Employed,11609,7,Excellent,0.24,1
62,8990,445,32855,Self-Employed,10409,7,Poor,0.58,0
18,10393,581,35493,Employed,3016,6,Good,0.6,1
39,4489,848,10306,Employed,1186,4,Excellent,0.58,1
69,9843,468,39753,Employed,4294,1,Good,0.47,1
34,19209,469,40984,Unemployed,8135,4,Good,0.25,1
24,13414,645,17544,Student,4834,4,Good,0.46,1
42,10498,798,2425,Employed,7215,1,Good,0.67,1
62,4222,759,2733,Employed,7989,9,Good,0.47,1
21,6156,596,46375,Employed,11004,0,Excellent,0.67,1
53,19209,441,11603,Employed,9709,4,Good,0.25,1
23,5633,352,13152,Employed,4198,5,Fair,0.6,0
48,2742,417,16801,Employed,12835,6,Good,0.52,0
36,10039,664,19906,Self-Employed,5,1,Excellent,0.58,1
61,3331,435,30437,Employed,710,5,Good,0.51,0
71,19453,713,17985,Self-Employed,8203,7,Poor,0.36,1
56,8746,376,27935,Self-Employed,2150,5,Fair,0.5,0
44,19802,317,43515,Employed,6842,2,Good,0.66,1
27,4732,702,22068,Employed,14144,2,Excellent,0.32,1
43,5258,504,14531,Unemployed,9905,6,Good,0.67,1
36,7497,798,47753,Self-Employed,4522,1,Excellent,0.08,1
56,12472,623,35288,Employed,12458,2,Good,0.06,1
20,16868,580,36158,Employed,5808,6,Fair,0.37,0
62,3324,465,26481,Unemployed,12376,8,Good,0.6,0
30,12183,542,27226,Employed,11610,0,Excellent,0.21,1
67,5560,778,2117,Employed,4950,4,Good,0.5,1
45,1904,463,33661,Unemployed,3282,1,Fair,0.41,0
37,19605,623,41068,Self-Employed,7892,4,Good,0.24,1
45,12517,507,43484,Employed,5553,5,Fair,0.24,1
25,5345,614,13459,Employed,3604,7,Excellent,0.1,1
58,12884,603,22105,Employed,10839,6,Fair,0.4,0
56,17948,538,39909,Employed,11788,4,Good,0.34,1
18,10991,523,20464,Self-Employed,14761,4,Good,0.24,1
20,14612,387,33554,Employed,7154,1,Good,0.68,0
30,13285,836,41707,Student,7139,5,Good,0.58,1
45,2468,728,5777,Employed,3982,2,Good,0.39,1
74,1868,519,12432,Employed,177,5,Excellent,0.39,1
66,9924,574,15271,Employed,10802,2,Excellent,0.18,1
42,3742,365,4801,Employed,4513,1,Poor,0.47,0
73,4583,722,8057,Self-Employed,8745,7,Good,0.67,1
50,14822,554,27511,Self-Employed,11581,3,Excellent,0.63,1
55,2969,424,8510,Employed,7774,4,Fair,0.11,0
70,6225,445,9099,Unemployed,241,8,Excellent,0.08,1
23,5759,684,16193,Employed,12191,3,Good,0.67,1
61,5122,746,21011,Employed,9571,0,Excellent,0.18,1
62,11792,686,49900,Employed,9788,5,Poor,0.41,0
49,18707,682,21764,Employed,8028,4,Good,0.1,1
62,4931,576,5450,Employed,13749,9,Fair,0.6,0
64,5651,681,15549,Employed,11721,2,Good,0.13,1
38,5713,423,7960,Employed,13753,4,Excellent,0.47,0
33,16735,566,17583,Employed,10196,7,Good,0.09,1
71,10489,410,7996,Employed,7395,0,Good,0.15,1
38,2279,680,19567,Employed,14743,3,Poor,0.38,0
28,16851,457,15201,Employed,10138,2,Fair,0.08,1
54,12542,847,6043,Self-Employed,1300,3,Fair,0.18,1
53,7034,417,21420,Employed,11281,1,Good,0.14,1
52,4806,627,41602,Employed,7923,1,Good,0.08,1
36,4402,367,43324,Employed,7478,1,Good,0.68,0
37,14891,733,35620,Self-Employed,3395,2,Good,0.34,1
74,5218,658,13629,Self-Employed,1070,8,Fair,0.61,0
35,1521,742,29675,Employed,4917,4,Fair,0.28,1
64,3000,463,2662,Employed,6673,3,Fair,0.08,0
58,10534,660,15734,Employed,14207,3,Excellent,0.5,1
66,17299,418,8589,Self-Employed,11976,2,Fair,0.08,1
31,5141,494,44418,Employed,6643,8,Good,0.41,0
32,1691,540,5655,Employed,9980,9,Good,0.14,0
48,14806,808,9749,Self-Employed,4287,0,Good,0.49,1
18,14914,441,11797,Self-Employed,14384,5,Fair,0.63,0
70,10087,330,32930,Employed,6237,3,Good,0.67,1
71,6162,522,7645,Employed,5026,7,Excellent,0.39,1
71,5826,565,12895,Employed,9964,6,Good,0.4,0
20,10565,581,35762,Employed,3805,2,Poor,0.07,0
33,11971,680,48634,Employed,2214,4,Fair,0.55,0
40,14141,361,22432,Unemployed,14589,3,Excellent,0.67,1
74,10696,820,48890,Employed,8121,3,Fair,0.33,1
28,14226,370,17858,Employed,8248,9,Excellent,0.57,1
29,17151,835,9233,Employed,6149,7,Good,0.57,1
27,10036,439,44611,Employed,14285,8,Good,0.56,0
49,14444,615,33004,Employed,237,3,Good,0.54,1
33,7773,639,27671,Employed,732,1,Excellent,0.19,1
25,7784,827,37760,Unemployed,14925,0,Fair,0.54,0
55,10317,840,29441,Employed,6163,9,Fair,0.14,1
29,19562,715,29233,Employed,3889,3,Good,0.51,1
41,9914,766,38591,Self-Employed,2824,7,Excellent,0.05,1
45,18627,674,37285,Self-Employed,1227,4,Excellent,0.65,1
70,18346,590,3268,Employed,12429,1,Excellent,0.59,1
25,19452,342,27220,Employed,6519,3,Excellent,0.49,1
45,13039,352,49774,Self-Employed,2454,3,Fair,0.11,0
53,15493,531,5438,Employed,13103,9,Good,0.59,1
43,14951,511,45269,Employed,14305,4,Excellent,0.62,1
25,16192,307,40066,Self-Employed,6223,1,Excellent,0.5,0
67,19620,782,20369,Employed,12497,6,Poor,0.68,1
45,14834,341,46896,Employed,767,4,Good,0.11,1
45,9403,632,27603,Employed,11575,3,Good,0.51,1
54,17129,532,12319,Employed,8168,7,Good,0.39,1
58,19240,369,15722,Employed,2424,1,Excellent,0.14,1
53,2514,315,38757,Employed,6183,0,Poor,0.48,0
44,12360,368,7028,Self-Employed,3424,5,Excellent,0.57,1
71,18938,352,47394,Employed,4548,9,Fair,0.16,1
34,3264,678,46093,Employed,7590,9,Excellent,0.57,1
26,7509,762,26940,Employed,713,7,Good,0.11,1
50,11104,826,32448,Self-Employed,85,6,Fair,0.43,1
70,17512,362,9422,Employed,1578,8,Fair,0.57,0
37,2167,560,44441,Employed,6379,0,Good,0.14,1
30,4870,799,21688,Employed,2016,2,Good,0.42,1
45,7476,420,47280,Employed,14201,8,Excellent,0.33,1
65,19278,539,15472,Employed,11678,4,Poor,0.44,0
46,10113,764,15900,Unemployed,5701,5,Fair,0.33,1
30,7099,406,36671,Student,11619,6,Good,0.21,0
63,5150,479,8763,Employed,3714,2,Good,0.21,1
52,13849,315,11960,Employed,12931,6,Excellent,0.61,1
23,11394,654,12084,Unemployed,9463,2,Fair,0.15,1
35,4690,608,44043,Employed,12005,5,Good,0.13,1
68,16845,480,3074,Unemployed,9816,7,Good,0.11,1
22,10289,473,8825,Employed,13850,6,Poor,0.1,0
64,1891,653,35833,Employed,2408,4,Excellent,0.06,1
42,18959,653,26205,Student,13037,5,Excellent,0.15,1
19,4150,518,36976,Employed,6318,3,Good,0.18,0
27,15100,614,5674,Employed,6971,1,Excellent,0.23,1
73,15817,733,42862,Employed,2851,6,Good,0.13,1
47,18693,581,47905,Unemployed,1397,3,Good,0.11,1
67,17063,558,49078,Employed,10157,5,Excellent,0.4,1
62,8395,304,43013,Unemployed,4156,9,Excellent,0.52,0
22,19043,693,1122,Employed,3241,1,Excellent,0.46,1
72,3031,635,22480,Student,1530,1,Excellent,0.41,1
73,6981,362,10443,Self-Employed,774,5,Excellent,0.34,1
50,12374,343,5433,Employed,2461,7,Excellent,0.46,1
71,7663,452,1990,Self-Employed,7985,0,Good,0.64,1
18,6764,455,6556,Employed,8307,9,Fair,0.46,0
35,19115,777,27662,Unemployed,7342,6,Excellent,0.09,1
49,17390,574,30097,Employed,14044,5,Good,0.42,1
64,13267,657,48418,Employed,13735,4,Excellent,0.39,1
66,9571,725,5709,Employed,5247,9,Good,0.34,1
28,17040,831,25357,Employed,7656,7,Fair,0.42,1
38,4408,782,37348,Self-Employed,1349,0,Good,0.49,1
43,6212,513,20186,Self-Employed,2745,4,Excellent,0.07,1
42,13690,378,34639,Employed,11435,5,Good,0.36,1
39,11650,438,20208,Employed,13510,3,Fair,0.58,0
44,5991,397,48360,Employed,2847,9,Good,0.4,0
66,15419,497,23479,Unemployed,8014,9,Excellent,0.09,1
30,15668,455,28478,Self-Employed,626,1,Poor,0.55,0
50,10093,349,13922,Employed,13644,7,Good,0.66,0
51,18858,778,28079,Student,5585,4,Fair,0.6,1
58,18107,527,31766,Employed,5961,9,Excellent,0.29,1
52,6113,756,20787,Employed,14759,5,Good,0.4,1
18,12926,821,23537,Employed,13624,8,Good,0.43,1
38,18109,448,11383,Employed,12810,1,Good,0.52,1
65,9683,357,39318,Employed,7591,4,Excellent,0.48,1
72,19225,461,32895,Employed,9831,0,Good,0.18,1
23,9901,776,46542,Self-Employed,10414,2,Good,0.6,1
45,5227,406,4207,Employed,11137,5,Good,0.6,1
34,15203,726,29234,Employed,7130,7,Good,0.31,1
22,11718,694,31568,Employed,14259,4,Good,0.14,1
48,1893,485,4097,Employed,10613,3,Good,0.45,1
22,17492,745,20022,Employed,12919,4,Excellent,0.28,1
55,10535,747,45046,Employed,8428,3,Good,0.53,1
20,11216,386,35392,Employed,3057,1,Excellent,0.26,1
70,10295,548,16968,Employed,5867,0,Fair,0.22,0
40,2081,739,12149,Unemployed,9159,7,Good,0.61,1
54,15830,556,10717,Employed,5936,0,Good,0.45,1
70,11631,576,17642,Unemployed,12730,1,Poor,0.11,0
54,1632,737,14640,Employed,7205,4,Excellent,0.5,1
